{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.2694480175782399e+01, 'y':0.0000000000000000e+00, 'z':0.0000000000000000e+00, 'p1':-2.8551579309220456e-04, 'p2':2.2510739735550561e-01, 'p3':-1.0641423116780697e-04, 'S1x':4.4444444444444444e-03, 'S1y':-8.8888888888888906e-03, 'S1z':-1.3333333333333334e-02, 'S2x':4.4444444444444444e-03, 'S2y':-5.5555555555555558e-03, 'S2z':6.6666666666666671e-03,'Hreal':9.9528727008298645e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-2.1118499562560217e+01, 'y':-6.4901567177296258e+00, 'z':-1.9333046448993815e-01, 'p1':6.7460791692572769e-02, 'p2':-2.1841892219322145e-01, 'p3':-1.7702390771343571e-03, 'S1x':8.9332477348534074e-03, 'S1y':-4.4588668321821814e-03, 'S1z':-1.3298827066856027e-02, 'S2x':6.8364439379835131e-03, 'S2y':1.8129342615555075e-03, 'S2z':6.7110380744147217e-03,'Hreal':9.9516553104999750e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-2.0628401227219388e+01, 'y':-7.9050010986802270e+00, 'z':-2.0481373533205113e-01, 'p1':8.2105035948741703e-02, 'p2':-2.1336062937574712e-01, 'p3':-1.6384241153377917e-03, 'S1x':8.9422683378511548e-03, 'S1y':-4.4411599474786945e-03, 'S1z':-1.3298689603427458e-02, 'S2x':6.8297877127048547e-03, 'S2y':1.8372487812484811e-03, 'S2z':6.7112029551589219e-03,'Hreal':9.9516514307879944e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-2.0016734500013328e+01, 'y':-9.3409567168337837e+00, 'z':-2.1588727068744723e-01, 'p1':9.6970820529552207e-02, 'p2':-2.0704372127324744e-01, 'p3':-1.4924905024305711e-03, 'S1x':8.9516249373483882e-03, 'S1y':-4.4226902643283031e-03, 'S1z':-1.3298549984129229e-02, 'S2x':6.8227685153457347e-03, 'S2y':1.8625865755252775e-03, 'S2z':6.7113582399402514e-03,'Hreal':9.9516473848495102e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.9275612166672126e+01, 'y':-1.0783029429701566e+01, 'z':-2.2635904318089073e-01, 'p1':1.1190314571070026e-01, 'p2':-1.9938601815311693e-01, 'p3':-1.3323620760134437e-03, 'S1x':8.9612960661049415e-03, 'S1y':-4.4034925468749578e-03, 'S1z':-1.3298407276014069e-02, 'S2x':6.8153876019434812e-03, 'S2y':1.8889009485401271e-03, 'S2z':6.7115030680166415e-03,'Hreal':9.9516431800229643e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.8397931531584696e+01, 'y':-1.2216210509158117e+01, 'z':-2.3603943990875642e-01, 'p1':1.2674677909520540e-01, 'p2':-1.9031340470113189e-01, 'p3':-1.1580321030214167e-03, 'S1x':8.9712702095958285e-03, 'S1y':-4.3835833089661260e-03, 'S1z':-1.3298259964118408e-02, 'S2x':6.8076385424446556e-03, 'S2y':1.9161704144235446e-03, 'S2z':6.7116374163393973e-03,'Hreal':9.9516388196326111e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.7377392741824259e+01, 'y':-1.3624968568367482e+01, 'z':-2.4473611648577820e-01, 'p1':1.4134099117585436e-01, 'p2':-1.7976001840916739e-01, 'p3':-9.6959486073719728e-04, 'S1x':8.9815432678569014e-03, 'S1y':-4.3629654418346920e-03, 'S1z':-1.3298105991247696e-02, 'S2x':6.7995086414650800e-03, 'S2y':1.9443919554507328e-03, 'S2z':6.7117621045662910e-03,'Hreal':9.9516343040132205e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.6208024379686123e+01, 'y':-1.4993485412324524e+01, 'z':-2.5225362624779268e-01, 'p1':1.5552199445572223e-01, 'p2':-1.6766334222554821e-01, 'p3':-7.6718232060010889e-04, 'S1x':8.9921218162458214e-03, 'S1y':-4.3416212211643624e-03, 'S1z':-1.3297942708825302e-02, 'S2x':6.7909757853064747e-03, 'S2y':1.9735901614116773e-03, 'S2z':6.7118788836063852e-03,'Hreal':9.9516296290175765e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.4889169470064932e+01, 'y':-1.6300494095077994e+01, 'z':-2.5836781352054555e-01, 'p1':1.6906943086585421e-01, 'p2':-1.5401580154307509e-01, 'p3':-5.5179171333176165e-04, 'S1x':9.0029818915525958e-03, 'S1y':-4.3195954859947417e-03, 'S1z':-1.3297767548396872e-02, 'S2x':6.7820418568846673e-03, 'S2y':2.0037030406547516e-03, 'S2z':6.7119900749583513e-03,'Hreal':9.9516248042733946e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.3465079421741491e+01, 'y':-1.7492146579577312e+01, 'z':-2.6276365328694157e-01, 'p1':1.8142492405407107e-01, 'p2':-1.3927474447457053e-01, 'p3':-3.3109931383454934e-04, 'S1x':9.0137935338725564e-03, 'S1y':-4.2975598155045704e-03, 'S1z':-1.3297583074916394e-02, 'S2x':6.7729688705450526e-03, 'S2y':2.0338112086756791e-03, 'S2z':6.7120960240493934e-03,'Hreal':9.9516199768402691e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.1945800100211665e+01, 'y':-1.8559979934696930e+01, 'z':-2.6539881822012179e-01, 'p1':1.9250027472248371e-01, 'p2':-1.2354381523523154e-01, 'p3':-1.0657731082452010e-04, 'S1x':9.0245603903337836e-03, 'S1y':-4.2755138097082448e-03, 'S1z':-1.3297387010146629e-02, 'S2x':6.7637524600151905e-03, 'S2y':2.0639132113674102e-03, 'S2z':6.7122010775535253e-03,'Hreal':9.9516151467332969e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.0342057332637228e+01, 'y':-1.9496402538200510e+01, 'z':-2.6624278406902124e-01, 'p1':2.0221626504367193e-01, 'p2':-1.0693377063174887e-01, 'p3':1.2026429216639129e-04, 'S1x':9.0352859682584306e-03, 'S1y':-4.2534564554135481e-03, 'S1z':-1.3297177351869650e-02, 'S2x':6.7543884434865054e-03, 'S2y':2.0940068767960640e-03, 'S2z':6.7123096132641119e-03,'Hreal':9.9516103139613943e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-8.8865587993280730e+00, 'y':-2.0199131196333976e+01, 'z':-2.6550501216648065e-01, 'p1':2.0951048552072940e-01, 'p2':-9.1855379409352289e-02, 'p3':3.1835262686872722e-04, 'S1x':9.0445883226700254e-03, 'S1y':-4.2342516973119344e-03, 'S1z':-1.3296982534041484e-02, 'S2x':6.7461167403618663e-03, 'S2y':2.1201853777258542e-03, 'S2z':6.7124102436725954e-03,'Hreal':9.9516061063529759e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-7.3834655072581414e+00, 'y':-2.0793493042136891e+01, 'z':-2.6339217338176807e-01, 'p1':2.1568270664542116e-01, 'p2':-7.6280456495184751e-02, 'p3':5.1600907911829145e-04, 'S1x':9.0538638539814191e-03, 'S1y':-4.2150357605746681e-03, 'S1z':-1.3296775275381919e-02, 'S2x':6.7377280061184965e-03, 'S2y':2.1463531554263846e-03, 'S2z':6.7125194850826625e-03,'Hreal':9.9516018967483888e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-5.8408299634735696e+00, 'y':-2.1276273679434226e+01, 'z':-2.5990685748383208e-01, 'p1':2.2069919819223269e-01, 'p2':-6.0292326890167711e-02, 'p3':7.1220480467503139e-04, 'S1x':9.0631142852259233e-03, 'S1y':-4.1958069824181415e-03, 'S1z':-1.3296554933236567e-02, 'S2x':6.7292202120550412e-03, 'S2y':2.1725076302869170e-03, 'S2z':6.7126398923116901e-03,'Hreal':9.9515976851554144e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-4.4606214028682283e+00, 'y':-2.1606018710013288e+01, 'z':-2.5572375253127316e-01, 'p1':2.2412828462044643e-01, 'p2':-4.5984757930302544e-02, 'p3':8.8241187287942384e-04, 'S1x':9.0712149395239874e-03, 'S1y':-4.1789155520229300e-03, 'S1z':-1.3296350409167389e-02, 'S2x':6.7216524443012441e-03, 'S2y':2.1954532542000646e-03, 'S2z':6.7127566480897080e-03,'Hreal':9.9515939865309722e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-3.0620166293399960e+00, 'y':-2.1846375586746365e+01, 'z':-2.5050164331612895e-01, 'p1':2.2663087002953586e-01, 'p2':-3.1483821824825745e-02, 'p3':1.0500094233881706e-03, 'S1x':9.0792981722358640e-03, 'S1y':-4.1620113428673059e-03, 'S1z':-1.3296135384194231e-02, 'S2x':6.7139906925044492e-03, 'S2y':2.2183843563754993e-03, 'S2z':6.7128852379714455e-03,'Hreal':9.9515902863907502e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.8341806685370765e+00, 'y':-2.1982023681977211e+01, 'z':-2.4512236945037691e-01, 'p1':2.2804646496081971e-01, 'p2':-1.8751277821922402e-02, 'p3':1.1932304630777248e-03, 'S1x':9.0863202160643124e-03, 'S1y':-4.1472861190209945e-03, 'S1z':-1.3295939705468666e-02, 'S2x':6.7072447536991433e-03, 'S2y':2.2383303687872713e-03, 'S2z':6.7130077732681943e-03,'Hreal':9.9515870645166760e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-6.0063628761572274e-01, 'y':-2.2048739009816568e+01, 'z':-2.3898026882413712e-01, 'p1':2.2874716437917958e-01, 'p2':-5.9575335916488767e-03, 'p3':1.3335090498866272e-03, 'S1x':9.0933297933629958e-03, 'S1y':-4.1325490225950562e-03, 'S1z':-1.3295736223253111e-02, 'S2x':6.7004267741415432e-03, 'S2y':2.2582622420627254e-03, 'S2z':6.7131409251003022e-03,'Hreal':9.9515838415061753e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':6.3474872641200464e-01, 'y':-2.2046300115914988e+01, 'z':-2.3209046820581419e-01, 'p1':2.2873048285187683e-01, 'p2':6.8572938090392024e-03, 'p3':1.4704057266880881e-03, 'S1x':9.1003270569907507e-03, 'S1y':-4.1177989810238088e-03, 'S1z':-1.3295525144988394e-02, 'S2x':6.6935365890536010e-03, 'S2y':2.2781784620356069e-03, 'S2z':6.7132852774129653e-03,'Hreal':9.9515806173627097e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.8680993029058219e+00, 'y':-2.1974702454603293e+01, 'z':-2.2447044333735486e-01, 'p1':2.2799618608417596e-01, 'p2':1.9652996468382634e-02, 'p3':1.6034891615224526e-03, 'S1x':9.1073120374967845e-03, 'S1y':-4.1030349069110785e-03, 'S1z':-1.3295306761322607e-02, 'S2x':6.6865741793257624e-03, 'S2y':2.2980775021534880e-03, 'S2z':6.7134412880636898e-03,'Hreal':9.9515773920919393e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':3.0955452521747966e+00, 'y':-2.1834158533447450e+01, 'z':-2.1613997685397396e-01, 'p1':2.2654629351929148e-01, 'p2':3.2389402009530825e-02, 'p3':1.7323374971214541e-03, 'S1x':9.1142846423030045e-03, 'S1y':-4.0882557114853427e-03, 'S1z':-1.3295081442771244e-02, 'S2x':6.6795396720938875e-03, 'S2y':2.3179578396070582e-03, 'S2z':6.7136092835770982e-03,'Hreal':9.9515741656994694e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':4.3856275787082000e+00, 'y':-2.1610443595884245e+01, 'z':-2.0656072366495962e-01, 'p1':2.2423348800927845e-01, 'p2':4.5777863561417720e-02, 'p3':1.8638079219769816e-03, 'S1x':9.1216602814465780e-03, 'S1y':-4.0725753964101609e-03, 'S1z':-1.3294835584683433e-02, 'S2x':6.6720062964253941e-03, 'S2y':2.3390044260678390e-03, 'S2z':6.7138006125513107e-03,'Hreal':9.9515707452281876e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':5.7353187824579130e+00, 'y':-2.1290365015490245e+01, 'z':-1.9560136253446475e-01, 'p1':2.2092059842281705e-01, 'p2':5.9787294505444628e-02, 'p3':1.9968675555824106e-03, 'S1x':9.1294581172552524e-03, 'S1y':-4.0559425167527256e-03, 'S1z':-1.3294567862830517e-02, 'S2x':6.6639380386247244e-03, 'S2y':2.3612743759625584e-03, 'S2z':6.7140182847967604e-03,'Hreal':9.9515671202374933e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':7.1298782716921023e+00, 'y':-2.0862972090091702e+01, 'z':-1.8321821105829711e-01, 'p1':2.1649357917674461e-01, 'p2':7.4265013818450340e-02, 'p3':2.1292934764389629e-03, 'S1x':9.1376391731722729e-03, 'S1y':-4.0384280192637852e-03, 'S1z':-1.3294279196235251e-02, 'S2x':6.6553581444777207e-03, 'S2y':2.3846593644280475e-03, 'S2z':6.7142636285866843e-03,'Hreal':9.9515633070655607e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':8.5538386486317748e+00, 'y':-2.0318780392106333e+01, 'z':-1.6938598934287180e-01, 'p1':2.1085354449263466e-01, 'p2':8.9050724100948386e-02, 'p3':2.2588493341161369e-03, 'S1x':9.1461681218639179e-03, 'S1y':-4.0200943409482003e-03, 'S1z':-1.3293970815741621e-02, 'S2x':6.6462871630405670e-03, 'S2y':2.4090620518006979e-03, 'S2z':6.7145376137710206e-03,'Hreal':9.9515593202503283e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':9.9917941276526729e+00, 'y':-1.9649539390337313e+01, 'z':-1.5409105101014417e-01, 'p1':2.0391436781411978e-01, 'p2':1.0398469055435980e-01, 'p3':2.3833589472295651e-03, 'S1x':9.1550175090319621e-03, 'S1y':-4.0009861534244674e-03, 'S1z':-1.3293644123517375e-02, 'S2x':6.6367382937319707e-03, 'S2y':2.4344085313824982e-03, 'S2z':6.7148409000212282e-03,'Hreal':9.9515551704879035e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.1428909417688793e+01, 'y':-1.8847728934423930e+01, 'z':-1.3732315661355410e-01, 'p1':1.9559746195064723e-01, 'p2':1.1891302669238600e-01, 'p3':2.5007344881629815e-03, 'S1x':9.1641710847165207e-03, 'S1y':-3.9811227761089654e-03, 'S1z':-1.3293300554974474e-02, 'S2x':6.6267132361038095e-03, 'S2y':2.4606583078500012e-03, 'S2z':6.7151739194297932e-03,'Hreal':9.9515508629876226e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.2849963374719259e+01, 'y':-1.7906671768443548e+01, 'z':-1.1908205996959105e-01, 'p1':1.8583294365457675e-01, 'p2':1.3367776334719905e-01, 'p3':2.6088739606049483e-03, 'S1x':9.1736186300585814e-03, 'S1y':-3.9605088890271537e-03, 'S1z':-1.3292941752804656e-02, 'S2x':6.6162071270343247e-03, 'S2y':2.4877899467808397e-03, 'S2z':6.7155366742046438e-03,'Hreal':9.9515463998109199e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.4239348161113430e+01, 'y':-1.6820283672990055e+01, 'z':-9.9374803250596083e-02, 'p1':1.7455704108549044e-01, 'p2':1.4811683740675921e-01, 'p3':2.7056452905998259e-03, 'S1x':9.1833569272932528e-03, 'S1y':-3.9391320061230228e-03, 'S1z':-1.3292569520507804e-02, 'S2x':6.6052069079169523e-03, 'S2y':2.5158043313013778e-03, 'S2z':6.7159287265346982e-03,'Hreal':9.9515417793057714e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.5581031196747116e+01, 'y':-1.5582671024442675e+01, 'z':-7.8211454035233871e-02, 'p1':1.6170791306862273e-01, 'p2':1.6206369532152254e-01, 'p3':2.7888573442801734e-03, 'S1x':9.1933915026613799e-03, 'S1y':-3.9169580864534459e-03, 'S1z':-1.3292185745805684e-02, 'S2x':6.5936886087675809e-03, 'S2y':2.5447302357978650e-03, 'S2z':6.7163492276141315e-03,'Hreal':9.9515369951722310e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.6815729116023764e+01, 'y':-1.4238197432251759e+01, 'z':-5.6400788070906691e-02, 'p1':1.4774564741228771e-01, 'p2':1.7490192768008028e-01, 'p3':2.8541797417291621e-03, 'S1x':9.2033779431167535e-03, 'S1y':-3.8947321343920311e-03, 'S1z':-1.3291805968742691e-02, 'S2x':6.5820383323170412e-03, 'S2y':2.5735871380761976e-03, 'S2z':6.7167811505401791e-03,'Hreal':9.9515322087193014e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.7934940927000078e+01, 'y':-1.2796065157081113e+01, 'z':-3.4083362608701137e-02, 'p1':1.3276549970149024e-01, 'p2':1.8654276678039955e-01, 'p3':2.9010577641391932e-03, 'S1x':9.2133125104312073e-03, 'S1y':-3.8724542079498683e-03, 'S1z':-1.3291432611485457e-02, 'S2x':6.5702605030694781e-03, 'S2y':2.6023744782913056e-03, 'S2z':6.7172205848939530e-03,'Hreal':9.9515274199606540e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.8930954137642725e+01, 'y':-1.1266152060388196e+01, 'z':-1.1404055869984515e-02, 'p1':1.1686979922853058e-01, 'p2':1.9690559876522459e-01, 'p3':2.9290558582744522e-03, 'S1x':9.2231915054655691e-03, 'S1y':-3.8501249538924172e-03, 'S1z':-1.3291067909167297e-02, 'S2x':6.5583594892803503e-03, 'S2y':2.6310923892850714e-03, 'S2z':6.7176634358948406e-03,'Hreal':9.9515226289099556e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.9796898400042476e+01, 'y':-9.6589442759047301e+00, 'z':1.1488872949009948e-02, 'p1':1.0016725273456520e-01, 'p2':2.0591852690714779e-01, 'p3':2.9378614183407548e-03, 'S1x':9.2330113624154633e-03, 'S1y':-3.8277455943230955e-03, 'S1z':-1.3290713852904932e-02, 'S2x':6.5463394917666890e-03, 'S2y':2.6597416774750376e-03, 'S2z':6.7181055259016541e-03,'Hreal':9.9515178355731926e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.0439340062495965e+01, 'y':-8.2074837247073642e+00, 'z':3.1447128303482834e-02, 'p1':8.5080202889545098e-02, 'p2':2.1260801230600088e-01, 'p3':2.9297733014436249e-03, 'S1x':9.2414974961590752e-03, 'S1y':-3.8082509792764863e-03, 'S1z':-1.3290416034890229e-02, 'S2x':6.5357964127336554e-03, 'S2y':2.6845929858023703e-03, 'S2z':6.7184860006831611e-03,'Hreal':9.9515136667113080e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.0975589675312669e+01, 'y':-6.7134594938221950e+00, 'z':5.1353079538502697e-02, 'p1':6.9547856566773619e-02, 'p2':2.1819452956969251e-01, 'p3':2.9069932615428807e-03, 'S1x':9.2499343969043319e-03, 'S1y':-3.7887213001874839e-03, 'S1z':-1.3290128458205510e-02, 'S2x':6.5251687392786743e-03, 'S2y':2.7093948224844160e-03, 'S2z':6.7188600974657144e-03,'Hreal':9.9515094961421502e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.1402839170441805e+01, 'y':-5.1846246867235157e+00, 'z':7.1106515175287294e-02, 'p1':5.3650722278613568e-02, 'p2':2.2264852678160871e-01, 'p3':2.8695510643448868e-03, 'S1x':9.2583202709143504e-03, 'S1y':-3.7691582917211332e-03, 'S1z':-1.3289851820326989e-02, 'S2x':6.5144585669646895e-03, 'S2y':2.7341487954967545e-03, 'S2z':6.7192252777274215e-03,'Hreal':9.9515053238653972e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.1683904284855679e+01, 'y':-3.8336248429390967e+00, 'z':8.8074847369355017e-02, 'p1':3.9600401933859476e-02, 'p2':2.2558141953406971e-01, 'p3':2.8251735067217460e-03, 'S1x':9.2655667269920736e-03, 'S1y':-3.7521283033692698e-03, 'S1z':-1.3289620622720219e-02, 'S2x':6.5050835245169880e-03, 'S2y':2.7556278468880593e-03, 'S2z':6.7195336071764096e-03,'Hreal':9.9515016958961189e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.1879793864360266e+01, 'y':-2.4676217915332588e+00, 'z':1.0478710323108358e-01, 'p1':2.5391860584966369e-02, 'p2':2.2762879232141475e-01, 'p3':2.7699092952165514e-03, 'S1x':9.2727726159863647e-03, 'S1y':-3.7350760212248625e-03, 'S1z':-1.3289398218166161e-02, 'S2x':6.4956484917812309e-03, 'S2y':2.7770735037823957e-03, 'S2z':6.7198319782018319e-03,'Hreal':9.9514980666432051e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.1978926170517976e+01, 'y':-1.2954215233413147e+00, 'z':1.1878192202805601e-01, 'p1':1.3197440063128301e-02, 'p2':2.2866845439758296e-01, 'p3':2.7143229714155881e-03, 'S1x':9.2788823744004833e-03, 'S1y':-3.7205241864872868e-03, 'S1z':-1.3289215610144749e-02, 'S2x':6.4875593001470552e-03, 'S2y':2.7953284968281859e-03, 'S2z':6.7200774780762111e-03,'Hreal':9.9514949720658219e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.2014291110778029e+01, 'y':-2.5747012260938917e-01, 'z':1.3091112512454661e-01, 'p1':2.3982931471845416e-03, 'p2':2.2904383470588285e-01, 'p3':2.6588676686202873e-03, 'S1x':9.2842508251200443e-03, 'S1y':-3.7076662477434083e-03, 'S1z':-1.3289059691517417e-02, 'S2x':6.4803828116295568e-03, 'S2y':2.8114252125027534e-03, 'S2z':6.7202868449709949e-03,'Hreal':9.9514922394465855e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.2000662068449572e+01, 'y':7.8102346181333249e-01, 'z':1.4280112326456426e-01, 'p1':-8.4077303191400724e-03, 'p2':2.2890949113590095e-01, 'p3':2.5975261445879069e-03, 'S1x':9.2895955254802872e-03, 'S1y':-3.6947979658685732e-03, 'S1z':-1.3288908639820660e-02, 'S2x':6.4731732444623076e-03, 'S2y':2.8275052490493468e-03, 'S2z':6.7204888663864818e-03,'Hreal':9.9514895061045794e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.1932587460881081e+01, 'y':1.8817349381504718e+00, 'z':1.5513492285837169e-01, 'p1':-1.9862509599015934e-02, 'p2':2.2820905135030259e-01, 'p3':2.5260718801995287e-03, 'S1x':9.2952445733348373e-03, 'S1y':-3.6811235294768002e-03, 'S1z':-1.3288753431218839e-02, 'S2x':6.4654818309239264e-03, 'S2y':2.8445619619563425e-03, 'S2z':6.7206949289512399e-03,'Hreal':9.9514866029783422e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.1794826598543253e+01, 'y':3.0820712321663719e+00, 'z':1.6826693847236610e-01, 'p1':-3.2355643192190746e-02, 'p2':2.2678407387353822e-01, 'p3':2.4404889907115755e-03, 'S1x':9.3014025698333960e-03, 'S1y':-3.6661308191145662e-03, 'S1z':-1.3288589275169203e-02, 'S2x':6.4570127468809007e-03, 'S2y':2.8632289167691669e-03, 'S2z':6.7209102766097595e-03,'Hreal':9.9514834214859749e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.1572876590058208e+01, 'y':4.3650522982080933e+00, 'z':1.8192879845713286e-01, 'p1':-4.5710794137157063e-02, 'p2':2.2448334252021160e-01, 'p3':2.3399589455303186e-03, 'S1x':9.3080025804272853e-03, 'S1y':-3.6499618569551654e-03, 'S1z':-1.3288418878054500e-02, 'S2x':6.4478361026407928e-03, 'S2y':2.8833232022858046e-03, 'S2z':6.7211297632229893e-03,'Hreal':9.9514799918975494e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.1254421246087542e+01, 'y':5.7111095892199000e+00, 'z':1.9583290498192218e-01, 'p1':-5.9724618985961146e-02, 'p2':2.2117831835906060e-01, 'p3':2.2240570592594400e-03, 'S1x':9.3149732041487351e-03, 'S1y':-3.6327726803402601e-03, 'S1z':-1.3288244682126528e-02, 'S2x':6.4380303265970419e-03, 'S2y':2.9046463943142031e-03, 'S2z':6.7213483191430516e-03,'Hreal':9.9514763473081813e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.0828834941102283e+01, 'y':7.1026289530840527e+00, 'z':2.0972210058701296e-01, 'p1':-7.4214044399730950e-02, 'p2':2.1675801485512974e-01, 'p3':2.0924331759481275e-03, 'S1x':9.3222613500587043e-03, 'S1y':-3.6146778481083498e-03, 'S1z':-1.3288068228628649e-02, 'S2x':6.4276506629410901e-03, 'S2y':2.9270534257404587e-03, 'S2z':6.7215618413786760e-03,'Hreal':9.9514725118944170e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.0286764771609153e+01, 'y':8.5236017822526069e+00, 'z':2.2336339296688296e-01, 'p1':-8.9012642052079607e-02, 'p2':2.1112465092686511e-01, 'p3':1.9447825892329356e-03, 'S1x':9.3298301226537612e-03, 'S1y':-3.5957548808136152e-03, 'S1z':-1.3287890223531112e-02, 'S2x':6.4167312491425228e-03, 'S2y':2.9504465709166076e-03, 'S2z':6.7217671410021744e-03,'Hreal':9.9514685018695570e-01}
